CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12436.0,100,1,509.01,2,Low-Engagement / Lost
12437.0,2,18,4951.41,0,High-Value / Champions
12438.0,14,2,2906.85,1,At-Risk / Need Attention
12441.0,367,1,173.55,2,Low-Engagement / Lost
12442.0,3,1,172.06,1,At-Risk / Need Attention
12444.0,21,5,5005.46,0,High-Value / Champions
12445.0,22,1,133.4,2,Low-Engagement / Lost
12446.0,58,1,1002.3100000000001,1,At-Risk / Need Attention
12447.0,243,1,476.49,2,Low-Engagement / Lost
12448.0,44,1,449.45,2,Low-Engagement / Lost
12449.0,22,4,4067.29,1,At-Risk / Need Attention
12450.0,156,2,197.88,2,Low-Engagement / Lost
12451.0,11,5,9035.52,0,High-Value / Champions
12452.0,17,2,430.57,1,At-Risk / Need Attention
12453.0,134,1,707.09,2,Low-Engagement / Lost
12454.0,56,1,3528.34,1,At-Risk / Need Attention
12455.0,73,6,2466.86,1,At-Risk / Need Attention
12456.0,44,3,3181.04,1,At-Risk / Need Attention
12457.0,66,7,2363.23,1,At-Risk / Need Attention
12458.0,71,2,947.4,1,At-Risk / Need Attention
12461.0,94,2,826.88,1,At-Risk / Need Attention
12462.0,19,2,1189.59,1,At-Risk / Need Attention
12463.0,53,4,1344.78,1,At-Risk / Need Attention
12464.0,10,8,1212.05,0,High-Value / Champions
12465.0,17,2,742.1899999999999,1,At-Risk / Need Attention
12468.0,188,2,729.5400000000001,2,Low-Engagement / Lost
12471.0,2,30,19788.65,0,High-Value / Champions
12472.0,32,7,6572.11,0,High-Value / Champions
12473.0,29,5,3928.0499999999997,0,High-Value / Champions
12474.0,17,18,7324.09,0,High-Value / Champions
12475.0,54,1,723.38,2,Low-Engagement / Lost
12476.0,16,11,6816.42,0,High-Value / Champions
12477.0,23,6,13219.74,0,High-Value / Champions
12478.0,4,1,680.99,1,At-Risk / Need Attention
12479.0,11,1,527.2,1,At-Risk / Need Attention
12480.0,28,4,3281.63,1,At-Risk / Need Attention
12481.0,23,10,5579.82,0,High-Value / Champions
12483.0,17,8,2484.98,0,High-Value / Champions
12484.0,33,6,4527.32,0,High-Value / Champions
12488.0,10,3,1298.66,1,At-Risk / Need Attention
12489.0,336,1,334.93,2,Low-Engagement / Lost
12490.0,5,10,5417.93,0,High-Value / Champions
12491.0,39,1,460.40000000000003,2,Low-Engagement / Lost
12492.0,63,2,263.21000000000004,2,Low-Engagement / Lost
12493.0,166,2,433.74,2,Low-Engagement / Lost
12494.0,16,7,1246.1000000000001,0,High-Value / Champions
12497.0,82,1,1043.1,2,Low-Engagement / Lost
12498.0,21,3,403.70000000000005,1,At-Risk / Need Attention
12500.0,23,11,4257.82,0,High-Value / Champions
12501.0,337,1,2169.39,2,Low-Engagement / Lost
12502.0,96,5,3723.87,1,At-Risk / Need Attention
12504.0,18,2,482.04999999999995,1,At-Risk / Need Attention
12506.0,233,1,73.5,2,Low-Engagement / Lost
12507.0,134,3,1304.81,1,At-Risk / Need Attention
12508.0,26,2,397.88,1,At-Risk / Need Attention
12509.0,284,1,176.5,2,Low-Engagement / Lost
12510.0,143,2,982.5699999999999,2,Low-Engagement / Lost
12512.0,66,2,132.18,2,Low-Engagement / Lost
12513.0,113,1,612.29,2,Low-Engagement / Lost
12514.0,267,1,1017.68,2,Low-Engagement / Lost
12515.0,353,1,383.7,2,Low-Engagement / Lost
12516.0,78,2,1312.06,1,At-Risk / Need Attention
12517.0,28,5,2481.6,1,At-Risk / Need Attention
12518.0,1,5,2056.89,0,High-Value / Champions
12519.0,64,1,330.84,2,Low-Engagement / Lost
12520.0,79,5,2634.26,1,At-Risk / Need Attention
12521.0,143,1,599.68,2,Low-Engagement / Lost
12522.0,39,2,192.72,2,Low-Engagement / Lost
12523.0,19,11,1789.77,0,High-Value / Champions
12524.0,9,8,4485.72,0,High-Value / Champions
12526.0,1,3,1316.66,1,At-Risk / Need Attention
12527.0,82,3,348.71000000000004,2,Low-Engagement / Lost
12528.0,9,6,1933.48,0,High-Value / Champions
12530.0,60,4,1662.28,1,At-Risk / Need Attention
12531.0,15,1,125.22,2,Low-Engagement / Lost
12532.0,30,1,349.83000000000004,2,Low-Engagement / Lost
12534.0,131,1,1089.18,2,Low-Engagement / Lost
12535.0,92,2,716.35,2,Low-Engagement / Lost
12536.0,43,3,12601.830000000002,0,High-Value / Champions
12538.0,29,1,363.95,2,Low-Engagement / Lost
12539.0,22,4,5568.35,0,High-Value / Champions
12540.0,20,17,13400.24,0,High-Value / Champions
12541.0,30,3,981.18,1,At-Risk / Need Attention
12544.0,36,1,372.7,2,Low-Engagement / Lost
12545.0,75,2,1000.39,1,At-Risk / Need Attention
12546.0,47,2,1161.5,1,At-Risk / Need Attention
12547.0,198,2,207.79999999999998,2,Low-Engagement / Lost
12548.0,166,1,95.19999999999999,2,Low-Engagement / Lost
12550.0,79,1,964.83,2,Low-Engagement / Lost
12551.0,358,1,168.0,2,Low-Engagement / Lost
12552.0,39,2,437.82,1,At-Risk / Need Attention
12553.0,8,10,3692.28,0,High-Value / Champions
12556.0,50,2,599.56,1,At-Risk / Need Attention
12557.0,16,5,11990.960000000001,0,High-Value / Champions
12558.0,8,1,269.96,1,At-Risk / Need Attention
12559.0,311,2,561.71,2,Low-Engagement / Lost
12560.0,5,3,2134.01,1,At-Risk / Need Attention
12561.0,303,1,238.85,2,Low-Engagement / Lost
12562.0,8,7,3781.7400000000002,0,High-Value / Champions
12564.0,261,1,456.9,2,Low-Engagement / Lost
12565.0,289,1,145.92,2,Low-Engagement / Lost
12566.0,86,1,351.65,2,Low-Engagement / Lost
12567.0,23,10,9401.28,0,High-Value / Champions
12569.0,2,32,4124.69,0,High-Value / Champions
12571.0,40,2,519.61,1,At-Risk / Need Attention
12572.0,9,2,1020.42,1,At-Risk / Need Attention
12573.0,227,1,160.54000000000002,2,Low-Engagement / Lost
12574.0,316,1,218.45,2,Low-Engagement / Lost
12576.0,36,5,1315.83,1,At-Risk / Need Attention
12577.0,35,3,626.6,1,At-Risk / Need Attention
12578.0,21,2,2794.51,1,At-Risk / Need Attention
12579.0,78,1,440.42,2,Low-Engagement / Lost
12580.0,247,1,415.7,2,Low-Engagement / Lost
12581.0,40,1,197.71,2,Low-Engagement / Lost
12582.0,239,2,511.36,2,Low-Engagement / Lost
12583.0,3,15,7281.38,0,High-Value / Champions
12584.0,4,9,2338.15,0,High-Value / Champions
12585.0,234,2,2040.1,1,At-Risk / Need Attention
12586.0,17,1,196.94000000000003,2,Low-Engagement / Lost
12587.0,8,1,144.0,1,At-Risk / Need Attention
12588.0,39,1,214.89999999999998,2,Low-Engagement / Lost
12589.0,29,2,646.68,1,At-Risk / Need Attention
12590.0,211,2,9864.26,1,At-Risk / Need Attention
12591.0,317,1,452.84999999999997,2,Low-Engagement / Lost
12592.0,92,2,437.6,2,Low-Engagement / Lost
12593.0,109,3,418.09999999999997,2,Low-Engagement / Lost
12594.0,38,10,3338.2200000000003,0,High-Value / Champions
12596.0,51,2,618.27,1,At-Risk / Need Attention
12597.0,19,4,3811.22,1,At-Risk / Need Attention
12598.0,10,8,3023.08,0,High-Value / Champions
12599.0,29,7,1032.58,1,At-Risk / Need Attention
12600.0,29,10,2599.04,0,High-Value / Champions
12601.0,190,5,577.0600000000001,1,At-Risk / Need Attention
12602.0,59,1,153.12,2,Low-Engagement / Lost
12603.0,22,1,739.1999999999999,1,At-Risk / Need Attention
12604.0,79,2,254.18,2,Low-Engagement / Lost
12607.0,60,1,1579.51,1,At-Risk / Need Attention
12609.0,78,3,1126.85,1,At-Risk / Need Attention
12610.0,23,5,2099.54,1,At-Risk / Need Attention
12611.0,52,1,1193.32,1,At-Risk / Need Attention
12612.0,74,1,704.0400000000001,2,Low-Engagement / Lost
12613.0,57,5,3344.38,1,At-Risk / Need Attention
12614.0,278,1,315.6,2,Low-Engagement / Lost
12615.0,2,4,2291.19,0,High-Value / Champions
12616.0,95,2,713.3,2,Low-Engagement / Lost
12617.0,29,1,352.98,2,Low-Engagement / Lost
12618.0,22,1,177.31,2,Low-Engagement / Lost
12619.0,16,9,3641.24,0,High-Value / Champions
12620.0,15,3,1339.41,1,At-Risk / Need Attention
12621.0,2,20,13689.67,0,High-Value / Champions
12622.0,232,1,180.1,2,Low-Engagement / Lost
12623.0,276,1,305.1,2,Low-Engagement / Lost
12624.0,106,2,641.13,2,Low-Engagement / Lost
12625.0,212,2,2683.82,1,At-Risk / Need Attention
12626.0,23,9,6620.48,0,High-Value / Champions
12627.0,11,7,4478.53,0,High-Value / Champions
12628.0,4,3,786.46,1,At-Risk / Need Attention
12630.0,10,2,1270.88,1,At-Risk / Need Attention
12631.0,57,1,640.5,2,Low-Engagement / Lost
12633.0,59,4,2163.98,1,At-Risk / Need Attention
12635.0,90,2,1689.18,1,At-Risk / Need Attention
12637.0,67,8,6002.9,0,High-Value / Champions
12638.0,33,1,671.69,1,At-Risk / Need Attention
12639.0,239,1,486.1,2,Low-Engagement / Lost
12640.0,24,3,1174.58,1,At-Risk / Need Attention
12641.0,115,1,185.9,2,Low-Engagement / Lost
12642.0,25,3,1013.26,1,At-Risk / Need Attention
12643.0,128,6,3344.64,1,At-Risk / Need Attention
12644.0,130,1,477.91,2,Low-Engagement / Lost
12645.0,34,4,1775.18,1,At-Risk / Need Attention
12646.0,5,2,1346.97,1,At-Risk / Need Attention
12647.0,22,12,3722.82,0,High-Value / Champions
12648.0,155,1,318.05,2,Low-Engagement / Lost
12649.0,107,3,623.51,1,At-Risk / Need Attention
12650.0,3,1,314.44,1,At-Risk / Need Attention
12651.0,335,1,114.0,2,Low-Engagement / Lost
12652.0,331,1,919.98,2,Low-Engagement / Lost
12653.0,149,2,2209.85,1,At-Risk / Need Attention
12654.0,11,5,601.98,1,At-Risk / Need Attention
12656.0,17,5,4051.17,0,High-Value / Champions
12657.0,11,4,1643.18,1,At-Risk / Need Attention
12658.0,19,1,686.05,1,At-Risk / Need Attention
12659.0,30,1,91.68,2,Low-Engagement / Lost
12660.0,11,1,245.1,1,At-Risk / Need Attention
12662.0,1,11,3849.78,0,High-Value / Champions
12664.0,8,9,4881.88,0,High-Value / Champions
12665.0,325,1,63.0,2,Low-Engagement / Lost
12667.0,58,1,620.13,2,Low-Engagement / Lost
12668.0,12,4,3807.15,0,High-Value / Champions
12669.0,151,3,2744.0299999999997,1,At-Risk / Need Attention
12670.0,10,5,2996.05,0,High-Value / Champions
12672.0,330,1,225.89999999999998,2,Low-Engagement / Lost
12673.0,5,2,610.52,1,At-Risk / Need Attention
12674.0,39,4,1970.6,1,At-Risk / Need Attention
12676.0,25,6,1331.39,1,At-Risk / Need Attention
12678.0,42,12,17628.46,0,High-Value / Champions
12679.0,59,4,1113.02,1,At-Risk / Need Attention
12680.0,1,4,862.81,1,At-Risk / Need Attention
12681.0,15,22,13787.54,0,High-Value / Champions
12682.0,4,31,12279.82,0,High-Value / Champions
12683.0,4,15,8476.57,0,High-Value / Champions
12684.0,8,7,2283.63,0,High-Value / Champions
12685.0,28,6,2863.08,0,High-Value / Champions
12686.0,372,1,89.14,2,Low-Engagement / Lost
12688.0,114,1,4873.8099999999995,1,At-Risk / Need Attention
12689.0,26,2,1247.61,1,At-Risk / Need Attention
12690.0,206,1,389.01,2,Low-Engagement / Lost
12691.0,28,6,1035.8,1,At-Risk / Need Attention
12693.0,127,4,855.91,1,At-Risk / Need Attention
12694.0,70,2,869.67,1,At-Risk / Need Attention
12695.0,7,4,582.1,1,At-Risk / Need Attention
12697.0,29,3,957.59,1,At-Risk / Need Attention
12700.0,8,4,4939.99,0,High-Value / Champions
12701.0,80,2,797.71,1,At-Risk / Need Attention
12702.0,20,1,219.0,2,Low-Engagement / Lost
12703.0,71,1,283.55,2,Low-Engagement / Lost
12704.0,7,8,2340.84,0,High-Value / Champions
12705.0,15,9,6868.29,0,High-Value / Champions
12707.0,292,1,603.42,2,Low-Engagement / Lost
12708.0,30,10,2712.91,0,High-Value / Champions
12709.0,15,15,9706.52,0,High-Value / Champions
12710.0,97,3,1149.02,1,At-Risk / Need Attention
12712.0,29,13,4396.13,0,High-Value / Champions
12713.0,1,1,848.55,1,At-Risk / Need Attention
12714.0,9,5,4708.86,0,High-Value / Champions
12715.0,106,1,343.36,2,Low-Engagement / Lost
12716.0,4,2,1053.49,1,At-Risk / Need Attention
12717.0,151,2,1030.98,2,Low-Engagement / Lost
12718.0,71,1,238.25,2,Low-Engagement / Lost
12719.0,5,2,644.95,1,At-Risk / Need Attention
12720.0,3,25,5781.73,0,High-Value / Champions
12721.0,32,6,2656.13,0,High-Value / Champions
12722.0,85,4,997.63,1,At-Risk / Need Attention
12723.0,4,5,725.07,1,At-Risk / Need Attention
12724.0,5,4,1031.41,1,At-Risk / Need Attention
12725.0,371,1,427.8,2,Low-Engagement / Lost
12726.0,28,7,2609.1,0,High-Value / Champions
12727.0,11,7,3980.7,0,High-Value / Champions
12728.0,71,4,836.33,1,At-Risk / Need Attention
12729.0,114,1,453.01,2,Low-Engagement / Lost
12731.0,24,12,18895.91,0,High-Value / Champions
12732.0,180,1,236.26000000000002,2,Low-Engagement / Lost
12733.0,234,1,383.95,2,Low-Engagement / Lost
12734.0,353,1,110.39999999999999,2,Low-Engagement / Lost
12735.0,315,2,779.5699999999999,2,Low-Engagement / Lost
12736.0,333,1,234.0,2,Low-Engagement / Lost
12738.0,372,1,155.35,2,Low-Engagement / Lost
12739.0,78,2,1013.04,1,At-Risk / Need Attention
12740.0,64,1,427.6,2,Low-Engagement / Lost
12743.0,134,2,540.13,2,Low-Engagement / Lost
12744.0,52,7,21279.29,0,High-Value / Champions
12747.0,2,11,4196.01,0,High-Value / Champions
12748.0,1,209,33053.19,0,High-Value / Champions
12749.0,4,5,4090.88,0,High-Value / Champions
12750.0,129,1,275.88,2,Low-Engagement / Lost
12752.0,81,1,4366.78,1,At-Risk / Need Attention
12753.0,23,6,21429.39,0,High-Value / Champions
12754.0,236,3,3010.74,1,At-Risk / Need Attention
12755.0,281,2,3811.95,1,At-Risk / Need Attention
12756.0,87,1,112.07999999999998,2,Low-Engagement / Lost
12757.0,16,13,7834.650000000001,0,High-Value / Champions
12758.0,117,2,2791.59,1,At-Risk / Need Attention
12759.0,52,3,1531.44,1,At-Risk / Need Attention
12762.0,8,2,1898.52,1,At-Risk / Need Attention
12763.0,138,2,494.08,2,Low-Engagement / Lost
12764.0,317,1,1693.88,2,Low-Engagement / Lost
12766.0,4,7,6989.63,0,High-Value / Champions
12769.0,239,1,1143.6,2,Low-Engagement / Lost
12770.0,211,1,1351.45,2,Low-Engagement / Lost
12772.0,60,1,892.47,2,Low-Engagement / Lost
12775.0,17,5,1386.04,1,At-Risk / Need Attention
12778.0,20,6,822.23,1,At-Risk / Need Attention
12779.0,38,8,3981.36,0,High-Value / Champions
12781.0,64,2,826.74,1,At-Risk / Need Attention
12782.0,5,5,2330.92,0,High-Value / Champions
12783.0,2,6,2225.91,0,High-Value / Champions
12784.0,9,2,532.8199999999999,1,At-Risk / Need Attention
12785.0,364,1,311.95,2,Low-Engagement / Lost
12787.0,10,3,463.66,1,At-Risk / Need Attention
12789.0,65,1,91.85,2,Low-Engagement / Lost
12790.0,192,1,324.92,2,Low-Engagement / Lost
12791.0,374,1,192.60000000000002,2,Low-Engagement / Lost
12792.0,257,1,400.53999999999996,2,Low-Engagement / Lost
12793.0,335,2,545.48,2,Low-Engagement / Lost
12794.0,53,2,860.41,1,At-Risk / Need Attention
12795.0,19,1,430.48,1,At-Risk / Need Attention
12797.0,366,1,254.03,2,Low-Engagement / Lost
12798.0,10,3,6977.04,0,High-Value / Champions
12802.0,187,1,427.58,2,Low-Engagement / Lost
12808.0,37,3,483.65000000000003,1,At-Risk / Need Attention
12809.0,178,1,489.31,2,Low-Engagement / Lost
12811.0,261,3,514.85,2,Low-Engagement / Lost
12812.0,45,1,229.64000000000001,2,Low-Engagement / Lost
12814.0,102,1,125.92,2,Low-Engagement / Lost
12815.0,148,2,1063.46,2,Low-Engagement / Lost
12816.0,96,2,572.2,2,Low-Engagement / Lost
12817.0,281,1,166.04,2,Low-Engagement / Lost
12818.0,262,1,1542.08,2,Low-Engagement / Lost
12820.0,3,4,942.34,1,At-Risk / Need Attention
12821.0,214,1,92.72,2,Low-Engagement / Lost
12822.0,71,2,948.88,1,At-Risk / Need Attention
12823.0,75,5,1759.5,1,At-Risk / Need Attention
12824.0,60,1,397.12,2,Low-Engagement / Lost
12826.0,3,7,1474.72,0,High-Value / Champions
12827.0,6,3,430.15000000000003,1,At-Risk / Need Attention
12828.0,3,6,1018.71,0,High-Value / Champions
12829.0,337,2,293.0,2,Low-Engagement / Lost
12830.0,38,6,6814.64,0,High-Value / Champions
12831.0,262,1,215.05,2,Low-Engagement / Lost
12832.0,32,2,383.03,1,At-Risk / Need Attention
12833.0,145,1,417.38,2,Low-Engagement / Lost
12834.0,283,1,312.38,2,Low-Engagement / Lost
12836.0,59,4,2610.36,1,At-Risk / Need Attention
12837.0,173,1,134.1,2,Low-Engagement / Lost
12838.0,34,2,671.95,1,At-Risk / Need Attention
12839.0,3,14,5591.42,0,High-Value / Champions
12840.0,144,4,2726.77,1,At-Risk / Need Attention
12841.0,5,25,3991.58,0,High-Value / Champions
12842.0,70,2,1118.99,1,At-Risk / Need Attention
12843.0,66,8,1702.26,1,At-Risk / Need Attention
12844.0,29,2,325.96000000000004,1,At-Risk / Need Attention
12845.0,267,4,354.09,2,Low-Engagement / Lost
12847.0,22,1,843.64,1,At-Risk / Need Attention
12849.0,31,2,1010.29,1,At-Risk / Need Attention
12851.0,97,1,131.81,2,Low-Engagement / Lost
12852.0,295,1,311.55,2,Low-Engagement / Lost
12853.0,135,6,1957.1000000000001,1,At-Risk / Need Attention
12854.0,79,3,1316.25,1,At-Risk / Need Attention
12855.0,373,1,38.1,2,Low-Engagement / Lost
12856.0,8,6,2170.78,0,High-Value / Champions
12857.0,211,2,1106.4,2,Low-Engagement / Lost
12863.0,52,1,521.2,2,Low-Engagement / Lost
12864.0,138,1,147.12,2,Low-Engagement / Lost
12865.0,26,2,1568.23,1,At-Risk / Need Attention
12866.0,283,1,559.12,2,Low-Engagement / Lost
12867.0,26,7,4009.34,0,High-Value / Champions
12868.0,186,6,1607.0600000000002,1,At-Risk / Need Attention
12871.0,84,2,380.64,2,Low-Engagement / Lost
12872.0,327,2,599.97,2,Low-Engagement / Lost
12873.0,282,1,374.0,2,Low-Engagement / Lost
12875.0,143,2,343.2300000000001,2,Low-Engagement / Lost
12876.0,58,2,2218.02,1,At-Risk / Need Attention
12877.0,4,12,1535.77,0,High-Value / Champions
12878.0,236,2,854.99,2,Low-Engagement / Lost
12879.0,45,3,573.22,1,At-Risk / Need Attention
12881.0,276,1,298.0,2,Low-Engagement / Lost
12882.0,9,2,1463.04,1,At-Risk / Need Attention
12883.0,25,4,703.47,1,At-Risk / Need Attention
12884.0,88,1,309.05,2,Low-Engagement / Lost
12885.0,63,3,1175.22,1,At-Risk / Need Attention
12886.0,68,2,1378.4,1,At-Risk / Need Attention
12888.0,214,2,354.12,2,Low-Engagement / Lost
12890.0,24,1,376.71999999999997,2,Low-Engagement / Lost
12891.0,186,3,331.0,2,Low-Engagement / Lost
12893.0,31,1,176.55,2,Low-Engagement / Lost
12895.0,42,2,372.8,1,At-Risk / Need Attention
12897.0,205,2,216.5,2,Low-Engagement / Lost
12901.0,9,28,17654.54,0,High-Value / Champions
12902.0,265,1,138.68,2,Low-Engagement / Lost
12904.0,18,2,496.06,1,At-Risk / Need Attention
12906.0,12,5,2919.81,0,High-Value / Champions
12908.0,176,2,750.0,2,Low-Engagement / Lost
12909.0,40,5,2178.67,1,At-Risk / Need Attention
12910.0,23,8,3075.04,0,High-Value / Champions
12912.0,3,5,1662.3,0,High-Value / Champions
12913.0,5,5,2483.63,0,High-Value / Champions
12915.0,149,2,363.65,2,Low-Engagement / Lost
12916.0,139,4,2944.95,1,At-Risk / Need Attention
12917.0,128,1,594.0,2,Low-Engagement / Lost
12919.0,8,6,1335.19,0,High-Value / Champions
12920.0,17,1,162.78,2,Low-Engagement / Lost
12921.0,9,37,16587.09,0,High-Value / Champions
12922.0,161,1,405.38,2,Low-Engagement / Lost
12923.0,64,1,172.82,2,Low-Engagement / Lost
12924.0,88,4,933.7,1,At-Risk / Need Attention
12925.0,5,2,694.05,1,At-Risk / Need Attention
12928.0,35,5,2062.7000000000003,1,At-Risk / Need Attention
12929.0,312,1,117.85,2,Low-Engagement / Lost
12930.0,78,2,415.8,2,Low-Engagement / Lost
12931.0,22,15,42055.96,0,High-Value / Champions
12933.0,24,3,607.53,1,At-Risk / Need Attention
12935.0,2,7,2160.7,0,High-Value / Champions
12936.0,17,4,1063.9,1,At-Risk / Need Attention
12937.0,15,4,1504.27,1,At-Risk / Need Attention
12938.0,26,1,114.14,2,Low-Engagement / Lost
12939.0,64,8,11581.8,0,High-Value / Champions
12940.0,55,2,899.69,1,At-Risk / Need Attention
12942.0,131,3,675.6,2,Low-Engagement / Lost
12944.0,36,2,604.51,1,At-Risk / Need Attention
12945.0,288,1,462.95,2,Low-Engagement / Lost
12947.0,144,6,1603.99,1,At-Risk / Need Attention
12948.0,16,7,2064.95,0,High-Value / Champions
12949.0,31,8,4167.22,0,High-Value / Champions
12950.0,2,3,1843.0,1,At-Risk / Need Attention
12951.0,9,6,1064.07,1,At-Risk / Need Attention
12952.0,6,4,1387.79,1,At-Risk / Need Attention
12953.0,10,1,329.85,1,At-Risk / Need Attention
12955.0,1,11,4757.16,0,High-Value / Champions
12956.0,306,1,108.07,2,Low-Engagement / Lost
12957.0,10,8,4017.54,0,High-Value / Champions
12962.0,7,2,266.39,1,At-Risk / Need Attention
12963.0,8,8,1856.63,0,High-Value / Champions
12965.0,89,1,769.8100000000001,2,Low-Engagement / Lost
12966.0,10,1,160.18,2,Low-Engagement / Lost
12967.0,358,2,1660.9,2,Low-Engagement / Lost
12968.0,112,1,135.95,2,Low-Engagement / Lost
12970.0,7,4,405.47,1,At-Risk / Need Attention
12971.0,4,86,11189.91,0,High-Value / Champions
12974.0,198,1,144.8,2,Low-Engagement / Lost
12976.0,212,1,738.6,2,Low-Engagement / Lost
12977.0,156,1,39.239999999999995,2,Low-Engagement / Lost
12980.0,158,9,7374.900000000001,0,High-Value / Champions
12981.0,30,2,372.21999999999997,1,At-Risk / Need Attention
12982.0,243,1,390.54,2,Low-Engagement / Lost
12984.0,19,1,97.5,2,Low-Engagement / Lost
12985.0,1,2,1239.38,1,At-Risk / Need Attention
12987.0,74,2,558.7,2,Low-Engagement / Lost
12988.0,292,1,505.82,2,Low-Engagement / Lost
12989.0,3,15,6924.110000000001,0,High-Value / Champions
12990.0,31,3,409.5,1,At-Risk / Need Attention
12991.0,23,2,503.76,1,At-Risk / Need Attention
12993.0,23,4,414.76,1,At-Risk / Need Attention
12994.0,4,3,974.4200000000001,1,At-Risk / Need Attention
12995.0,85,1,211.32,2,Low-Engagement / Lost
12997.0,22,4,1226.89,1,At-Risk / Need Attention
12999.0,196,3,455.88,2,Low-Engagement / Lost
13000.0,107,3,534.85,2,Low-Engagement / Lost
13001.0,4,13,9785.970000000001,0,High-Value / Champions
13002.0,318,1,120.94999999999999,2,Low-Engagement / Lost
13003.0,106,3,149.05,2,Low-Engagement / Lost
13004.0,12,18,5655.91,0,High-Value / Champions
13005.0,174,2,513.7,2,Low-Engagement / Lost
13006.0,56,1,81.57,2,Low-Engagement / Lost
13008.0,323,1,229.46999999999997,2,Low-Engagement / Lost
13011.0,372,1,50.550000000000004,2,Low-Engagement / Lost
13012.0,9,8,1646.8400000000001,0,High-Value / Champions
13013.0,1,13,4810.9400000000005,0,High-Value / Champions
